"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","INTERNET","TOT","PC_HH","A","2006",77.3896,
"SWE","INTERNET","TOT","PC_HH","A","2007",78.5499,
"SWE","INTERNET","TOT","PC_HH","A","2008",84.441,
"SWE","INTERNET","TOT","PC_HH","A","2009",85.9823,
"SWE","INTERNET","TOT","PC_HH","A","2010",88.2959,
"SWE","INTERNET","TOT","PC_HH","A","2011",90.6394,
"SWE","INTERNET","TOT","PC_HH","A","2012",91.6917,
"SWE","INTERNET","TOT","PC_HH","A","2013",92.5885,
"SWE","INTERNET","TOT","PC_HH","A","2014",89.569,
"SWE","INTERNET","TOT","PC_HH","A","2015",91.0333,
"SWE","INTERNET","TOT","PC_HH","A","2016",93.8028,"B"
"SWE","INTERNET","TOT","PC_HH","A","2017",94.7273,
"SWE","INTERNET","TOT","PC_HH","A","2018",93.4191,
"SWE","INTERNET","TOT","PC_HH","A","2019",96.0596,
"SWE","INTERNET","TOT","PC_HH","A","2020",93.941,
"GBR","INTERNET","TOT","PC_HH","A","2005",60.2317,
"GBR","INTERNET","TOT","PC_HH","A","2006",62.6411,
"GBR","INTERNET","TOT","PC_HH","A","2007",66.7177,
"GBR","INTERNET","TOT","PC_HH","A","2008",71.1426,
"GBR","INTERNET","TOT","PC_HH","A","2009",76.6928,
"GBR","INTERNET","TOT","PC_HH","A","2010",79.6067,
"GBR","INTERNET","TOT","PC_HH","A","2011",82.701,
"GBR","INTERNET","TOT","PC_HH","A","2012",86.796,
"GBR","INTERNET","TOT","PC_HH","A","2013",88.4457,
"GBR","INTERNET","TOT","PC_HH","A","2014",90.3364,
"GBR","INTERNET","TOT","PC_HH","A","2015",91.2516,
"GBR","INTERNET","TOT","PC_HH","A","2016",93.4847,
"GBR","INTERNET","TOT","PC_HH","A","2017",93.9916,
"GBR","INTERNET","TOT","PC_HH","A","2018",94.8522,
"GBR","INTERNET","TOT","PC_HH","A","2019",95.8457,
"GBR","INTERNET","TOT","PC_HH","A","2020",97.3038,
"EST","INTERNET","TOT","PC_HH","A","2005",36.7926,
"EST","INTERNET","TOT","PC_HH","A","2006",45.1789,
"EST","INTERNET","TOT","PC_HH","A","2007",52.2022,
"EST","INTERNET","TOT","PC_HH","A","2008",57.3505,
"EST","INTERNET","TOT","PC_HH","A","2009",61.8507,
"EST","INTERNET","TOT","PC_HH","A","2010",66.8903,
"EST","INTERNET","TOT","PC_HH","A","2011",69.3906,
"EST","INTERNET","TOT","PC_HH","A","2012",73.8201,
"EST","INTERNET","TOT","PC_HH","A","2013",79.3059,
"EST","INTERNET","TOT","PC_HH","A","2014",82.8959,"B"
"EST","INTERNET","TOT","PC_HH","A","2015",87.729,
"EST","INTERNET","TOT","PC_HH","A","2016",86.1886,
"EST","INTERNET","TOT","PC_HH","A","2017",88.2653,
"EST","INTERNET","TOT","PC_HH","A","2018",90.4712,
"EST","INTERNET","TOT","PC_HH","A","2019",90.4259,
"EST","INTERNET","TOT","PC_HH","A","2020",89.9774,
"NZL","INTERNET","TOT","PC_HH","A","2006",65,
"NZL","INTERNET","TOT","PC_HH","A","2009",75,
"NZL","INTERNET","TOT","PC_HH","A","2012",80,
"LVA","INTERNET","TOT","PC_HH","A","2005",30.5178,
"LVA","INTERNET","TOT","PC_HH","A","2006",42.1979,
"LVA","INTERNET","TOT","PC_HH","A","2007",50.5329,
"LVA","INTERNET","TOT","PC_HH","A","2008",52.808,
"LVA","INTERNET","TOT","PC_HH","A","2009",58.0234,
"LVA","INTERNET","TOT","PC_HH","A","2010",59.7746,
"LVA","INTERNET","TOT","PC_HH","A","2011",63.6384,
"LVA","INTERNET","TOT","PC_HH","A","2012",68.6762,
"LVA","INTERNET","TOT","PC_HH","A","2013",71.5978,
"LVA","INTERNET","TOT","PC_HH","A","2014",73.3818,
"LVA","INTERNET","TOT","PC_HH","A","2015",75.9985,
"LVA","INTERNET","TOT","PC_HH","A","2016",77.3423,"B"
"LVA","INTERNET","TOT","PC_HH","A","2017",78.6113,
"LVA","INTERNET","TOT","PC_HH","A","2018",81.5769,
"LVA","INTERNET","TOT","PC_HH","A","2019",85.4495,
"LVA","INTERNET","TOT","PC_HH","A","2020",89.7275,
"LTU","INTERNET","TOT","PC_HH","A","2005",15.7818,
"LTU","INTERNET","TOT","PC_HH","A","2006",34.5131,
"LTU","INTERNET","TOT","PC_HH","A","2007",44.3623,
"LTU","INTERNET","TOT","PC_HH","A","2008",50.9361,
"LTU","INTERNET","TOT","PC_HH","A","2009",60.0007,
"LTU","INTERNET","TOT","PC_HH","A","2010",60.5782,
"LTU","INTERNET","TOT","PC_HH","A","2011",60.143,
"LTU","INTERNET","TOT","PC_HH","A","2012",60.1151,
"LTU","INTERNET","TOT","PC_HH","A","2013",64.7309,
"LTU","INTERNET","TOT","PC_HH","A","2014",65.9725,
"LTU","INTERNET","TOT","PC_HH","A","2015",68.2621,
"LTU","INTERNET","TOT","PC_HH","A","2016",71.748,
"LTU","INTERNET","TOT","PC_HH","A","2017",74.9651,
"LTU","INTERNET","TOT","PC_HH","A","2018",78.3772,
"LTU","INTERNET","TOT","PC_HH","A","2019",81.5188,
"LTU","INTERNET","TOT","PC_HH","A","2020",82.1307,
"COL","INTERNET","TOT","PC_HH","A","2008",21.14492933,"D"
"COL","INTERNET","TOT","PC_HH","A","2009",22.50139788,
"COL","INTERNET","TOT","PC_HH","A","2010",26.03714166,
"COL","INTERNET","TOT","PC_HH","A","2011",29.81517903,
"COL","INTERNET","TOT","PC_HH","A","2012",32.13918298,"B"
"COL","INTERNET","TOT","PC_HH","A","2013",35.65978846,
"COL","INTERNET","TOT","PC_HH","A","2014",37.98099824,
"COL","INTERNET","TOT","PC_HH","A","2015",41.8,
"COL","INTERNET","TOT","PC_HH","A","2016",45.75080796,
"COL","INTERNET","TOT","PC_HH","A","2018",52.66114204,
"COL","INTERNET","TOT","PC_HH","A","2019",52.15725365,
"CRI","INTERNET","TOT","PC_HH","A","2005",10.20202655,
"CRI","INTERNET","TOT","PC_HH","A","2006",9.80945147,
"CRI","INTERNET","TOT","PC_HH","A","2007",11.81,
"CRI","INTERNET","TOT","PC_HH","A","2008",14.8219035,
"CRI","INTERNET","TOT","PC_HH","A","2009",18.65049841,
"CRI","INTERNET","TOT","PC_HH","A","2010",24.06109199,
"CRI","INTERNET","TOT","PC_HH","A","2011",33.58108764,
"CRI","INTERNET","TOT","PC_HH","A","2012",47.32451265,
"CRI","INTERNET","TOT","PC_HH","A","2013",46.71210561,
"CRI","INTERNET","TOT","PC_HH","A","2014",55.04702091,
"CRI","INTERNET","TOT","PC_HH","A","2015",60.18118263,
"CRI","INTERNET","TOT","PC_HH","A","2016",64.8,
"CRI","INTERNET","TOT","PC_HH","A","2017",68.6,
"CRI","INTERNET","TOT","PC_HH","A","2018",73.08024719,"B"
"CRI","INTERNET","TOT","PC_HH","A","2019",86.33808591,
"CRI","INTERNET","TOT","PC_HH","A","2020",84.69301365,
